Text,Target
author manuscript; available in pmc 2012 june 1.,0
author manuscript; available in pmc 2012 march 1.,0
author manuscript; available in pmc 2012 march 1.,0
author manuscript; available in pmc 2012 october 1.,0
author manuscript; available in pmc 2012 october 1.,0
author manuscript; available in pmc 2012 october 1.,0
author manuscript; available in pmc 2013 december 01.,0
author manuscript; available in pmc 2013 december 01. $watermark-text$watermark-text$watermark-text charact,0
author manuscript; available in pmc 2013 december 01. $watermark-text$watermark-text$watermark-text indeed,0
"author manuscript; available in pmc 2013 december 01. $watermark-text$watermark-text$watermark-text the calculated tacrolimus percent unbound in blood during mid-/late-P_G was much V_E_R_B than P_G (0.4 Ã”Ã¸Î© 0.1% vs. 0.2 Ã”Ã¸Î© 0.1%, p = 0.002) reflecting the fact that the V_E_R_B in fb was mainly driven by the V_E_R_B in fp.",1
author manuscript; available in pmc 2013 december 01. $watermark-text$watermark-text$watermark-text these,0
author manuscript; available in pmc 2013 december 01. $watermark-text$watermark-text$watermark-text was tr,0
author manuscript; available in pmc 2014 april 15.,0
author manuscript; available in pmc 2014 april 15.,0
author manuscript; available in pmc 2014 february 04.,0
author manuscript; available in pmc 2014 february 04.,0
author manuscript; available in pmc 2014 may 30.,0
author manuscript; available in pmc 2015 april 01.,0
author manuscript; available in pmc 2015 april 01.,0
author manuscript; available in pmc 2015 april 01.,0
author manuscript; available in pmc 2015 december 01.,0
author manuscript; available in pmc 2015 december 01.,0
author manuscript; available in pmc 2015 december 01.,0
author manuscript; available in pmc 2015 january 29.,0
author manuscript; available in pmc 2015 january 29.,0
author manuscript; available in pmc 2015 january 29.,0
author manuscript; available in pmc 2015 january 29.,0
author manuscript; available in pmc 2015 january 29.,0
author manuscript; available in pmc 2016 october 01.,0
author manuscript; available in pmc 2016 october 01.,0
author manuscript; available in pmc 2016 october 01.,0
author manuscript; available in pmc 2016 october 01.,0
author manuscript; available in pmc 2017 august 21.,0
author manuscript; available in pmc 2017 august 21.,0
author manuscript; available in pmc 2017 august 21.,0
author manuscript; available in pmc 2017 august 21.,0
author manuscript; available in pmc 2017 august 21.,0
author manuscript; available in pmc 2017 august 21.,0
"authormanuscriptauthormanuscriptauthormanuscriptauthormanuscript assessing the P_K of 2g versus 3g of cefazolin S_T_U_D_Y as perioperative prophylaxis in the obese P_G at the time of cesarean delivery, we aim to determine the impact of bmi and cefazolin dose on cefazolin P_K in P_G plasma, P_G P_G and P_G adipose tissue.",1
authormanuscriptauthormanuscriptauthormanuscriptauthormanuscript c.,0
authormanuscriptauthormanuscriptauthormanuscriptauthormanuscript clinicians who prescribe metoprolol during,0
authormanuscriptauthormanuscriptauthormanuscriptauthormanuscript e.,0
authormanuscriptauthormanuscriptauthormanuscriptauthormanuscript estimated by plasma auc? ss(metoprolol)/a,0
authormanuscriptauthormanuscriptauthormanuscriptauthormanuscript our results are in agreement with previou,0
authormanuscriptauthormanuscriptauthormanuscriptauthormanuscript P_G plasma P_K were impacted by body mass,0
authormanuscriptauthormanuscriptauthormanuscriptauthormanuscript pharmacokinetics with V_E_R_B doses of met,0
authormanuscriptauthormanuscriptauthormanuscriptauthormanuscript S_T_U_D_Y 1 is a representative concentrat,0
authormanuscriptauthormanuscriptauthormanuscriptauthormanuscript the 2g and 3g group.,0
"authorship contributions: m.p., g.g., c.h.: S_T_U_D_Y in research design; m.p., t.w.g., t.v.: conducted ex",0
"available urine data were not used in model development, but instead were used to provide an independent v",0
"avc ratios (total ctx corrected from the dose) determined between plasma and P_G produced the following values: 3.01 percent (30.1 mg)."" the avc ratios in our patient were 4.39 percent (88 mg).",1
"average (mean) drug P_K in P_G (caverage) were 638 mg lx1 and 608 mg lx1 for v and odv, respectively (S_T_U_D_Y 1).",1
average atenolol concentrationsversus time. += average concentrations in the third trimester; = average con,0
"aweeka et al. [4] observed an 18% V_E_R_B in the lpv fu% during the P_G, although the authors concluded that such an V_E_R_B may only compensate for a small proportion of the overall V_E_R_B in total exposure associated with P_G.",1
"ayisi,4 monica e.",0
"azi also inhibits protein synthesis in the plasmodial apicoplast (39, 40) and thus has activity against bo",0
"azi usp was obtained from apac pharmaceutical llc (ellicott city, md) and deuterated azi from toronto rese",0
"aztreonam in human serum and P_G 511 S_T_U_D_Y 2 mean P_K for aztreonam determined from serum and P_G concentration data intramuscular ratioa intravenous ratioa injection P_Gl injection P_Gl parameter units serum P_G serum serum P_G serum auc(oxh (~lg ml-' h) 173.0 1.5 0.009 182.6 1.0 0.005 c,lnax (pg/ml) 42.6 0.3 0.007 126.2 0.2 0.002 t,lilx (h) 1.3 6.0 6.0 0.25* 2.4 9.6 values based on mean of individual ratios.",1
b.,0
b.,0
b. 58.5 47.0 tj9.6 mean 65.4 53.1 u8.8 results angiotensin ii studies.,0
"b.chalk, c. de wytt, p.symoniw, i.",0
baber et al. [15] compared the steady-state pharmacokinetics of indomethacin in patients previously classi?,0
"bacteriologic specimens (blood cultures; vaginal specimens from the cervix. endocervix, and posterior forn",0
"bacto penassay seed agar (difco, detroit, michigan) was used as test medium.",0
banglamung hospital: kamol boonrod.,0
"based on a recent cochrane review, there are substantial data supporting the safety and efficacy of vagina",0
"based on data with the protease inhibitors, P_G effects have a similar magnitude to those seen with induce",0
"based on genotyping data and modeling and simulation, we have shown that this induction of cyp3a activity",0
"based on simulations, the highest risk of subtherapeutic trough P_K was for women weighing .100 kg using the standard dose ( 7%), while the risk was ,2% with the 600/150 mg dose for women weighing 40Ã”Ã¸Î©130 kg.",1
"based on the S_T_U_D_Y between the drug P_K in P_G serum and P_G, the infant dose will be largely determined by the concentration of the P_G drug, and this in part will depend upon the P_G dose.",1
"based on these data and other reports, raltegravir offers another option for treatment of hivinfected P_G",0
"based on these data, we conclude that c remains the major inducer of cyp3a activity earlier in P_G.",0
"based on this relationship, a 140-kg woman requires only a 1.3-fold V_E_R_B dose than a 70-kg woman of similar P_G status to achieve the same level of systemic labetalol exposure; not the two-fold V_E_R_B dose that the proportional difference in tbw would predict.",1
baseline characteristics of the S_T_U_D_Y by P_G status and treatment allocation are shown in S_T_U_D_Y 1.,0
"baseline characteristics of the study S_T_U_D_Y by P_G status and treatment allocation parameter valuea P_G nonP_G azi-cq (n ? 15) azi-sp (n ? 14) azi-cq (n ? 14) azi-sp (n ? 15) S_T_U_D_Y (yr) 26.9 ? 4.1 23.9 ? 5.1 25.7 ? 5.8 27 ? 6.5 wt (kg) 53.5 ? 7.1b 56.4 ? 7.9a 51.4 ? 5.4 51.9 ? 4.9 height (cm) 154 ? 7.4 154 ? 7.3 154 ? 6.4 154 ? 2.8 axillary temp (Ã”Ã¸Î©c) 36.4 ? 0.7 36.5 ? 0.6 36.7 ? 0.3 36.4 ? 0.3 p. falciparum parasitemia 3 (20) 3 (21) 1 (7) 0 (0) p. vivax parasitemia 1 (7) 0 (0) 0 (0) 1 (7) P_G S_T_U_D_Y (wk) 24 ?22Ã”Ã¸Î©27? 21 ?19Ã”Ã¸Î©24? gravidity 3 ?2Ã”Ã¸Î©5? 2 ?1Ã”Ã¸Î©4? 1 ?0Ã”Ã¸Î©3? 2 ?0Ã”Ã¸Î©3? P_G 2 ?1Ã”Ã¸Î©4? 1 ?0Ã”Ã¸Î©2? 0 ?0Ã”Ã¸Î©3? 1 ?0Ã”Ã¸Î©3? respiratory rate (/min) 20 ? 1 22 ? 5 20 ? 2 20 ? 1 supine pulse rate (/min) 91 ? 10 89 ? 7 82 ? 10 88 ? 7 supine map (mm hg)c 78 ? 7 81 ? 10 79 ? 9 82 ? 7 hemoglobin (g/dl) 8.5 ? 1.6b 8.2 ? 1.2b 9.3 ? 1.9 10 ? 1.3 blood glucose (mmol/liter) 5.9 ? 1.6 5.7 ? 0.8 6.2 ? 1.1 5.6 ? 2.7 a data are mean ? sd, median ?iqr?, or number (%). b p ? 0.05 versus nonP_G S_T_U_D_Y. c mean arterial pressure, calculated by adding 1/3 of the pulse pressure (systolic minus diastolic pressure) to the diastolic pressure.",1
"baseline samples were S_T_U_D_Y at least four weeks P_G as it has been shown that ltg pharmacokinetics return to pre-P_G values within two to three weeks after delivery (ohman et al., 2000; tran et al., 2002).",1
baselinegestationalmonth 23456789 sodium(meq/l)(n=7Ã”Ã¸Î©14)140Ã”Ã¸Î©1.6138Ã”Ã¸Î©1.7138Ã”Ã¸Î©1.9137Ã”Ã¸Î©1.5138Ã”Ã¸Î©1.4139Ã”Ã¸Î©2.2137Ã”Ã¸Î©1.6138,0
basic goodness-of-?t plots of the ?nal population P_K model are depicted in fig. 2 to 4.,0
"basic lipophilic compounds such as alfentanil are considered able to cross all cell membranes rapidly, inc",0
"be-. ol v 7 r.)-- [ e .flea el) o o ~d Ã”Ã¸Î© , i~ ,,q.~ ('qcq v-~ -""~ ~"" v-~ t'xlv-- v,.~v.~ t""4t""q ~ ~""~",0
"because data on the weight of S_T_U_D_Y (kg) were available for the prepartum but not the P_G women, weight-adjusted P_K/f and P_K/f values were calculated only for the prepartum group.",1
"because inulin is known to be V_E_R_B exclusively by glomerular filtration, this strongly indicated that ceftazidime is V_E_R_B in the same way and that V_E_R_B golmerular filtration is the reason for V_E_R_B plasma levels of ceftazidime during P_G.",1
"because labetalol V_E_R_B the placenta (ratio of foetal to P_G plasma P_K ranging from 20 to 80%), additional glucuronidation by foetal hepatic ugt2b7 may partially contribute to the drug P_K [4].",1
"because most drugs are weak acids or bases, and the ph of P_G is slightly more acidic than plasma, drugs w",0
"because of considerable interindividual variability in subjectsÃ”Ã¸Î© data, the P_G data were scaled as ratios",0
"because of different times of enrolment and variable ability to participate, all study S_T_U_D_Y could not",0
"because of potential adverse fetal effects associated with potassium-sparing and osmotic diuretics, these",0
because of the limited sampling technique (only one P_G and P_G sample per study S_T_U_D_Y) used in this t,0
"because of the polymorphic nature of citalopram metabolism, P_G tdm should be recommended to minimize feta",0
"because of the potential clinical advantages ofmisoprostol adminuistered in this manner, a multicenter tri",0
"because of the potential for, quinolones to cause arthropathy in juvenile animals, their use should be avo",0
"because of the progressive V_E_R_B in the peak plasma P_K of mpa after vaginal administration of repeated doses of misoprostol in the vaginal bleeding group, the area under the timeÃ”Ã¸Î©concentration curves of mpa in this subgroup were signi?cantly V_E_R_B than those in the subgroup with no vaginal bleeding at 720 min (p , 0.05) and 740 min (p , 0.05).",1
"because our study was an observational and not a prospective study, it has some limitations.",0
"because P_G is accompanied by a signi?cant V_E_R_B in both glomerular ?ltration rate (40%Ã”Ã¸Î©50%) and renal blood ?ow (?50%) [19], we speculate that the P_K of ddi is V_E_R_Bd P_G as a result of these physiological changes.",1
"because P_K from the neonate to the mother was S_T_U_D_Y in the model, the model-predicted neonatal P_K were slightly V_E_R_B than the observed P_K, as seen in fig. 3.",1
"because p-gp is expressed on peripheral blood lymphocytes,28 the effects of P_G on lymphocytic p-gp expres",0
"because poor outcomes in this study were predicted by V_E_R_B infant lithium P_K at delivery, and neonate P_K invariably approximated P_G P_K, infant well-being can be V_E_R_B by monitoring P_G lithium P_K as delivery approaches.",1
"because randomized controlled studies are unlikely to be conducted, this level of evidence is likely to be",0
"because tacrolimus was S_T_U_D_Y orally, its P_K and volume of distribution could not be estimated indepen",0
because the degree of histamine release from a vancomycin infusion may be impacted by both dose and rate o,0
"because the mechanism of action of sp occurs within the red blood cell, we consider whole blood P_K of dru",0
"because the P_K/f, P_Krenal, metabolic ratios, and percent V_E_R_B unchanged in the urine did not differ b",0
"because the placenta is at its thinnest and the expression of p-gp is substantially V_E_R_B towards term,",0
"because the V_E_R_B in ofv was V_E_R_B after the incorporation of P_G S_T_U_D_Y than after the incorporation of body mass index, only P_G S_T_U_D_Y was incorporated into the ?nal model.",1
"because the womenÃ”Ã¸Î©s mental health program S_T_U_D_Y had been instructed to suspend lithium treatment before delivery, these S_T_U_D_YÃ”Ã¸Î© infants are overrepresented in the V_E_R_B lithium exposure group (eight of 12), compared to the V_E_R_B lithium exposure group (two of 12), and had a V_E_R_Ber rate of complications than the motherinfant pairs from previous reports.",1
